,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
36426,12318363,JE172820,03/18/2021 01:00:00 AM,034XX W BEACH AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1422,14,26.0,23,06,1153120.0,1909424.0,2021,03/25/2021 04:55:39 PM,41.907309154000004,-87.71296086,"(41.907309154, -87.71296086)"
58462,12353836,JE215866,05/01/2021 10:58:00 AM,028XX S ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,1032,10,22.0,30,14,1153494.0,1884987.0,2021,05/08/2021 04:51:07 PM,41.840243978000004,-87.71223655200001,"(41.840243978, -87.712236552)"
2682,12263614,JE105812,01/07/2021 10:51:00 AM,008XX S STATE ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,True,False,123,1,4.0,32,08B,1176486.0,1896551.0,2021,01/16/2021 03:49:23 PM,41.871489164,-87.627516791,"(41.871489164, -87.627516791)"
35333,12318860,JE172449,03/12/2021 01:30:00 PM,023XX W WASHINGTON BLVD,0810,THEFT,OVER $500,OTHER (SPECIFY),False,False,1223,12,27.0,28,06,1160713.0,1900624.0,2021,03/23/2021 05:00:56 PM,41.883007148000004,-87.68531253399998,"(41.883007148, -87.685312534)"
9975,12274630,JE118723,01/21/2021 06:40:00 AM,078XX S MORGAN ST,0560,ASSAULT,SIMPLE,APARTMENT,True,False,621,6,17.0,71,08A,1171006.0,1852783.0,2021,01/28/2021 03:49:05 PM,41.751507189,-87.648915574,"(41.751507189, -87.648915574)"
2389,12262174,JE104292,01/05/2021 03:00:00 PM,039XX S MICHIGAN AVE,0810,THEFT,OVER $500,STREET,False,False,213,2,3.0,38,06,1177807.0,1878942.0,2021,01/16/2021 03:49:23 PM,41.823138923,-87.623201535,"(41.823138923, -87.623201535)"
35792,12317210,JE171316,03/17/2021 10:30:00 AM,068XX S MORGAN ST,0810,THEFT,OVER $500,RESIDENCE,False,True,723,7,6.0,68,06,1170824.0,1859480.0,2021,03/24/2021 05:06:10 PM,41.76988858,-87.649387395,"(41.76988858, -87.649387395)"
52442,12343777,JE203545,04/19/2021 01:00:00 AM,029XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,133,1,4.0,35,14,1179394.0,1885524.0,2021,04/26/2021 04:49:14 PM,41.841164277,-87.6171782,"(41.841164277, -87.6171782)"
13939,12281253,JE126648,01/29/2021 01:30:00 PM,031XX W FILLMORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1134,11,24.0,29,08B,1155681.0,1895206.0,2021,02/05/2021 03:47:46 PM,41.868242384,-87.703936225,"(41.868242384, -87.703936225)"
45669,12334219,JE191169,04/06/2021 12:55:00 PM,021XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,CONVENIENCE STORE,False,False,1223,12,27.0,28,06,1162122.0,1900665.0,2021,04/13/2021 05:27:07 PM,41.883090343,-87.680137475,"(41.883090343, -87.680137475)"
41162,12328245,JE184622,03/28/2021 09:40:00 PM,103XX S TORRENCE AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,434,4,10.0,51,08B,1195509.0,1836871.0,2021,04/04/2021 05:01:16 PM,41.707273314,-87.559649263,"(41.707273314, -87.559649263)"
29544,12311786,JE164576,02/26/2021 11:00:00 AM,039XX N PARIS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1631,16,38.0,17,11,1121023.0,1925148.0,2021,03/12/2021 03:51:55 PM,41.951034425,-87.830530991,"(41.951034425, -87.830530991)"
38478,12321519,JE176729,03/22/2021 01:00:00 PM,028XX W 47TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,922,9,15.0,58,11,1158043.0,1873362.0,2021,03/29/2021 04:53:03 PM,41.808252074,-87.695859994,"(41.808252074, -87.695859994)"
48810,12338210,JE196837,04/12/2021 06:35:00 AM,047XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,931,9,15.0,61,08B,1165478.0,1873253.0,2021,04/19/2021 05:20:48 PM,41.807798396,-87.668593214,"(41.807798396, -87.668593214)"
53797,12346860,JE207199,04/22/2021 09:10:00 PM,007XX W LAKE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1214,12,27.0,28,14,1171203.0,1901678.0,2021,04/29/2021 04:51:45 PM,41.885675573,-87.646761991,"(41.885675573, -87.646761991)"
40576,12325908,JE181831,03/27/2021 11:17:00 PM,040XX E 134TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,433,4,10.0,55,08B,1204544.0,1816604.0,2021,04/03/2021 05:04:00 PM,41.651431329,-87.527258234,"(41.651431329, -87.527258234)"
56956,12351721,JE212868,04/28/2021 12:30:00 PM,072XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,733,7,6.0,68,14,1170564.0,1856874.0,2021,05/05/2021 04:52:00 PM,41.76274306,-87.650416285,"(41.76274306, -87.650416285)"
10359,12275760,JE119933,01/22/2021 11:15:00 AM,064XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,True,723,7,16.0,68,14,1170752.0,1862104.0,2021,01/29/2021 03:46:26 PM,41.777090725,-87.649574843,"(41.777090725, -87.649574843)"
14678,12283342,JE129281,01/30/2021 01:00:00 PM,022XX N AVERS AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,2525,25,35.0,22,11,1150346.0,1914574.0,2021,02/06/2021 03:52:06 PM,41.921495836,-87.723016431,"(41.921495836, -87.723016431)"
13362,12280849,JE126144,01/28/2021 10:19:00 PM,016XX S CENTRAL PARK AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,1021,10,24.0,29,04B,1152641.0,1891608.0,2021,02/04/2021 03:52:02 PM,41.858429684,-87.71519185,"(41.858429684, -87.71519185)"
2576,12264546,JE106918,01/08/2021 12:00:00 AM,069XX N RAVENSWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2424,24,49.0,1,14,1162968.0,1945986.0,2021,01/16/2021 03:49:23 PM,42.007435895,-87.675754184,"(42.007435895, -87.675754184)"
40176,12325800,JE181582,03/26/2021 06:00:00 PM,023XX S KIRKLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1013,10,22.0,29,14,1147720.0,1888126.0,2021,04/02/2021 05:04:22 PM,41.848970431,-87.733344539,"(41.848970431, -87.733344539)"
4902,12267322,JE110235,01/11/2021 04:10:00 PM,001XX N MICHIGAN AVE,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,111,1,42.0,32,06,1177276.0,1901405.0,2021,01/18/2021 04:01:40 PM,41.884790951,-87.624469241,"(41.884790951, -87.624469241)"
50616,12340809,JE200067,04/15/2021 11:50:00 AM,048XX S CICERO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,815,8,14.0,56,08B,1145174.0,1872094.0,2021,04/22/2021 04:48:57 PM,41.805024726999996,-87.743092959,"(41.805024727, -87.743092959)"
21525,12295715,JE144760,02/17/2021 04:00:00 PM,013XX N HOYNE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,False,False,1424,14,1.0,24,11,1162150.0,1909175.0,2021,02/24/2021 03:49:12 PM,41.906441879,-87.679796629,"(41.906441879, -87.679796629)"
35585,12319024,JE173517,03/10/2021 09:00:00 PM,053XX S HOYNE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,932,9,16.0,61,11,1163265.0,1869284.0,2021,03/24/2021 05:02:44 PM,41.796953656999996,-87.67682111799999,"(41.796953657, -87.676821118)"
56887,12351049,JE212459,04/28/2021 12:55:00 AM,056XX S ELIZABETH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,713,7,16.0,67,08B,1168951.0,1867402.0,2021,05/05/2021 04:52:00 PM,41.791668176,-87.656024275,"(41.791668176, -87.656024275)"
29416,12306795,JE158823,03/04/2021 01:00:00 AM,006XX S INDEPENDENCE BLVD,0810,THEFT,OVER $500,GAS STATION,False,False,1133,11,24.0,27,06,1151362.0,1897011.0,2021,03/11/2021 03:47:23 PM,41.87328131,-87.71974488,"(41.87328131, -87.71974488)"
38351,12321254,JE176179,03/22/2021 12:26:00 PM,078XX S COLFAX AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,421,4,7.0,43,06,1194878.0,1853586.0,2021,03/29/2021 04:53:03 PM,41.753156284,-87.561411005,"(41.753156284, -87.561411005)"
30527,12308550,JE160867,03/06/2021 12:23:00 PM,076XX N ASHLAND AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,2422,24,49.0,1,08A,1164298.0,1950874.0,2021,03/13/2021 03:51:08 PM,42.020820517,-87.670721657,"(42.020820517, -87.670721657)"
20792,12293659,JE142322,02/15/2021 11:38:00 AM,023XX S HOYNE AVE,0560,ASSAULT,SIMPLE,STREET,True,True,1034,10,25.0,31,08A,1162731.0,1888647.0,2021,02/22/2021 03:49:17 PM,41.850099098,-87.67823796200001,"(41.850099098, -87.678237962)"
34094,12314353,JE167850,03/13/2021 04:00:00 AM,005XX N CENTRAL PARK AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1121,11,27.0,23,06,1152287.0,1903461.0,2021,03/20/2021 04:52:03 PM,41.890962594,-87.716178431,"(41.890962594, -87.716178431)"
1268,12260231,JE102078,01/02/2021 04:00:00 PM,025XX W HURON ST,0810,THEFT,OVER $500,STREET,False,False,1221,12,26.0,24,06,1159300.0,1904586.0,2021,01/16/2021 03:49:23 PM,41.893908389,-87.690392135,"(41.893908389, -87.690392135)"
21201,12295853,JE142007,02/15/2021 03:14:00 AM,079XX S LUELLA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,414,4,7.0,46,08B,1192574.0,1852849.0,2021,02/23/2021 03:45:37 PM,41.75119031,-87.56987808299999,"(41.75119031, -87.569878083)"
26169,12301892,JE152711,02/26/2021 09:00:00 AM,045XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,HOTEL / MOTEL,False,False,1113,11,28.0,26,06,1146210.0,1900113.0,2021,03/05/2021 03:49:32 PM,41.881893071,-87.73858166,"(41.881893071, -87.73858166)"
51007,12345919,JE206183,04/15/2021 08:00:00 PM,002XX N KENNETH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1113,11,28.0,26,14,1146691.0,1900739.0,2021,04/23/2021 04:49:41 PM,41.883601727,-87.736799439,"(41.883601727, -87.736799439)"
2854,12268765,JE111739,01/05/2021 09:00:00 AM,060XX N NAVARRE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1611,16,41.0,10,11,1131157.0,1939526.0,2021,01/16/2021 03:49:23 PM,41.990319911,-87.79294473700001,"(41.990319911, -87.792944737)"
54028,12346610,JE207078,04/22/2021 06:50:00 PM,064XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,False,False,2512,25,36.0,19,06,1133118.0,1915251.0,2021,04/29/2021 04:51:45 PM,41.923672617,-87.78630160600002,"(41.923672617, -87.786301606)"
54601,12347393,JE207940,04/23/2021 02:00:00 AM,004XX N LAWLER AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1532,15,37.0,25,06,1142623.0,1902497.0,2021,04/30/2021 04:49:54 PM,41.888502517,-87.751693893,"(41.888502517, -87.751693893)"
23323,12297983,JE148105,02/21/2021 05:35:00 PM,075XX S ESSEX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,421,4,7.0,43,14,1194173.0,1855463.0,2021,02/28/2021 03:48:02 PM,41.758324246,-87.563932991,"(41.758324246, -87.563932991)"
20698,12293636,JE142507,02/15/2021 02:30:00 PM,015XX W HOLLYWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2012,20,40.0,77,08B,1164767.0,1937869.0,2021,02/22/2021 03:49:17 PM,41.985124533000004,-87.66936689299999,"(41.985124533, -87.669366893)"
38180,12321091,JE176154,03/22/2021 11:00:00 AM,009XX W 79TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,621,6,17.0,71,06,1171594.0,1852458.0,2021,03/29/2021 04:53:03 PM,41.750602491,-87.646770341,"(41.750602491, -87.646770341)"
56385,12350952,JE212344,04/27/2021 08:15:00 PM,001XX W CERMAK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,131,1,3.0,33,08B,1175994.0,1889765.0,2021,05/04/2021 04:49:08 PM,41.852879013,-87.629527333,"(41.852879013, -87.629527333)"
4865,12267035,JE109847,01/11/2021 03:30:00 PM,001XX N KILDARE AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,1114,11,28.0,26,08A,1147707.0,1900326.0,2021,01/18/2021 04:01:40 PM,41.882448966999995,-87.733079176,"(41.882448967, -87.733079176)"
42212,12328062,JE184581,03/30/2021 04:14:00 PM,063XX S PULASKI RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,PARK PROPERTY,False,False,823,8,13.0,65,11,1150791.0,1862319.0,2021,04/06/2021 05:03:58 PM,41.778092941,-87.722746539,"(41.778092941, -87.722746539)"
22871,12297401,JE147472,02/20/2021 11:35:00 PM,0000X E OHIO ST,0560,ASSAULT,SIMPLE,HOTEL / MOTEL,True,False,1834,18,42.0,8,08A,1176468.0,1904201.0,2021,02/27/2021 03:46:45 PM,41.8924816,-87.627351831,"(41.8924816, -87.627351831)"
26140,12303655,JE155079,02/26/2021 01:00:00 PM,065XX W 60TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,812,8,13.0,64,11,1133916.0,1864039.0,2021,03/05/2021 03:49:32 PM,41.783125086,-87.784571971,"(41.783125086, -87.784571971)"
52656,12345840,JE205768,04/19/2021 12:15:00 PM,013XX E HYDE PARK BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,234,2,4.0,41,06,1186192.0,1871460.0,2021,04/26/2021 04:49:14 PM,41.802413509000004,-87.59267721799999,"(41.802413509, -87.592677218)"
10396,12275803,JE120023,01/22/2021 12:20:00 PM,027XX W JACKSON BLVD,0460,BATTERY,SIMPLE,RESIDENCE,False,False,1125,11,27.0,27,08B,1158224.0,1898582.0,2021,01/29/2021 03:46:26 PM,41.877454917,-87.69450809,"(41.877454917, -87.69450809)"
27207,12304811,JE155587,03/01/2021 05:58:00 AM,014XX W 95TH ST,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,2213,22,21.0,73,08A,1168076.0,1841733.0,2021,03/08/2021 03:55:51 PM,41.721247847,-87.659969446,"(41.721247847, -87.659969446)"
47227,12336360,JE194649,04/09/2021 05:00:00 PM,039XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,HOTEL / MOTEL,False,False,213,2,3.0,38,08A,1177806.0,1879008.0,2021,04/16/2021 05:26:56 PM,41.823320055,-87.62320320299999,"(41.823320055, -87.623203203)"
58136,12353455,JE215346,04/30/2021 06:45:00 PM,062XX N BROADWAY,0880,THEFT,PURSE-SNATCHING,SIDEWALK,False,False,2433,24,48.0,77,06,1167170.0,1941530.0,2021,05/07/2021 04:49:27 PM,41.995118945,-87.660423113,"(41.995118945, -87.660423113)"
799,12261322,JE102968,01/03/2021 06:00:00 PM,014XX W RANDOLPH ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1224,12,27.0,28,06,1166794.0,1901050.0,2021,01/16/2021 03:49:23 PM,41.88404795,-87.662970656,"(41.88404795, -87.662970656)"
58070,12353767,JE215761,04/30/2021 10:30:00 PM,071XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,323,3,6.0,69,14,1179713.0,1857818.0,2021,05/07/2021 04:49:27 PM,41.765129284000004,-87.616855105,"(41.765129284, -87.616855105)"
56266,12350754,JE212166,04/27/2021 02:00:00 PM,021XX S FAIRFIELD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,1023,10,12.0,30,06,1158364.0,1889551.0,2021,05/04/2021 04:49:08 PM,41.852670071999995,-87.69424090000004,"(41.852670072, -87.6942409)"
12808,12283287,JE129212,01/11/2021 12:01:00 AM,015XX W GRAND AVE,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,False,False,1215,12,1.0,24,10,1165894.0,1903574.0,2021,02/03/2021 03:55:29 PM,41.890993242,-87.666203484,"(41.890993242, -87.666203484)"
6836,12270577,JE113984,01/15/2021 08:07:00 PM,018XX N HALSTED ST,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESTAURANT,False,False,1813,18,43.0,7,04B,1170681.0,1912197.0,2021,01/22/2021 03:48:10 PM,41.914551783,-87.648370454,"(41.914551783, -87.648370454)"
41531,12328139,JE184467,03/29/2021 01:40:00 PM,043XX S WABASH AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,215,2,3.0,38,08B,1177436.0,1876313.0,2021,04/05/2021 05:04:35 PM,41.815933131,-87.624642127,"(41.815933131, -87.624642127)"
23847,12301429,JE151955,02/22/2021 01:08:00 PM,101XX S INDIANA AVE,0810,THEFT,OVER $500,STREET,False,False,511,5,9.0,49,06,,,2021,03/01/2021 03:46:28 PM,,,
31909,12313719,JE167189,03/09/2021 02:00:00 PM,011XX W 105TH ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,2232,22,34.0,73,11,1170693.0,1835177.0,2021,03/16/2021 04:52:52 PM,41.703200622,-87.65057430600002,"(41.703200622, -87.650574306)"
5882,12268758,JE111925,01/13/2021 06:51:00 PM,028XX S KEELEY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,913,9,11.0,60,08B,1169226.0,1885630.0,2021,01/20/2021 03:53:42 PM,41.841681743,-87.654487873,"(41.841681743, -87.654487873)"
49223,12341462,JE200832,04/10/2021 10:00:00 PM,013XX N SEDGWICK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1821,18,27.0,8,08B,1173413.0,1909042.0,2021,04/20/2021 04:47:09 PM,41.905833996,-87.638427474,"(41.905833996, -87.638427474)"
19937,12293347,JE142053,02/05/2021 06:00:00 PM,041XX N ROCKWELL ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1911,19,47.0,5,06,1158336.0,1927470.0,2021,02/19/2021 03:45:56 PM,41.956723517,-87.693305274,"(41.956723517, -87.693305274)"
15657,12284938,JE131191,02/02/2021 11:00:00 PM,070XX S TALMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,831,8,17.0,66,08B,1159924.0,1857830.0,2021,02/09/2021 03:47:29 PM,41.765591649,-87.68938756200001,"(41.765591649, -87.689387562)"
46994,12339152,JE197523,03/01/2021 01:51:00 PM,027XX W NORTH AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,SMALL RETAIL STORE,False,False,1421,14,1.0,24,11,1157925.0,1910526.0,2021,04/15/2021 05:31:06 PM,41.910236415,-87.695279811,"(41.910236415, -87.695279811)"
61629,12362990,JE226325,05/05/2021 11:30:00 AM,004XX W DIVERSEY PKWY,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1934,19,44.0,6,06,1172814.0,1918898.0,2021,05/13/2021 04:59:17 PM,41.932892608,-87.64033523,"(41.932892608, -87.64033523)"
61909,12361528,JE225317,05/07/2021 07:00:00 PM,101XX S COMMERCIAL AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,431,4,10.0,51,06,1197630.0,1838268.0,2021,05/14/2021 04:55:48 PM,41.711054255,-87.551835886,"(41.711054255, -87.551835886)"
32151,12311730,JE164587,03/10/2021 08:50:00 AM,049XX W HURON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1532,15,37.0,25,14,1143337.0,1904189.0,2021,03/17/2021 04:51:25 PM,41.893132253000005,-87.74902948100002,"(41.893132253, -87.749029481)"
50511,12341868,JE200629,04/15/2021 09:52:00 PM,057XX S PRINCETON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,711,7,20.0,68,08B,1175271.0,1866753.0,2021,04/22/2021 04:48:57 PM,41.789748283,-87.632869508,"(41.789748283, -87.632869508)"
55784,12351506,JE213003,04/26/2021 05:00:00 PM,046XX N MALDEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT / GROUNDS,False,False,1913,19,46.0,3,14,1166677.0,1931006.0,2021,05/03/2021 04:48:50 PM,41.966251399,-87.66253976600002,"(41.966251399, -87.662539766)"
23191,12297764,JE147849,02/21/2021 12:40:00 PM,011XX W 81ST ST,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,613,6,21.0,71,04A,1169920.0,1851084.0,2021,02/28/2021 03:48:02 PM,41.746868542,-87.652944476,"(41.746868542, -87.652944476)"
50938,12342598,JE202262,04/16/2021 10:00:00 PM,010XX W FULTON MARKET,0460,BATTERY,SIMPLE,RESTAURANT,False,False,1214,12,27.0,28,08B,1169647.0,1902052.0,2021,04/23/2021 04:51:47 PM,41.886735874,-87.652465,"(41.886735874, -87.652465)"
1172,12262746,JE105007,01/04/2021 05:29:00 PM,038XX N RIDGEWAY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1732,17,45.0,16,11,1150711.0,1925199.0,2021,01/16/2021 03:49:23 PM,41.950644574,-87.72139665899998,"(41.950644574, -87.721396659)"
3543,12262619,JE102176,01/03/2021 02:15:00 PM,043XX S WABASH AVE,0810,THEFT,OVER $500,NURSING / RETIREMENT HOME,False,False,215,2,3.0,38,06,1177436.0,1876313.0,2021,01/16/2021 03:49:23 PM,41.815933131,-87.624642127,"(41.815933131, -87.624642127)"
43057,12330145,JE186894,04/01/2021 03:00:00 PM,051XX W IOWA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1531,15,37.0,25,14,1142020.0,1905504.0,2021,04/08/2021 05:05:01 PM,41.896765278000004,-87.753833775,"(41.896765278, -87.753833775)"
24114,12299333,JE149634,02/23/2021 09:30:00 AM,057XX W 64TH PL,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,812,8,13.0,64,04A,1139355.0,1861213.0,2021,03/02/2021 03:50:05 PM,41.775273051999996,-87.764698923,"(41.775273052, -87.764698923)"
40691,12326166,JE182155,03/27/2021 04:00:00 PM,009XX W ROOSEVELT RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1232,12,11.0,28,14,1170496.0,1894907.0,2021,04/03/2021 05:04:00 PM,41.867110956,-87.64955630600002,"(41.867110956, -87.649556306)"
35196,12316748,JE170837,03/16/2021 05:50:00 PM,040XX S INDIANA AVE,0460,BATTERY,SIMPLE,CTA PLATFORM,False,False,213,2,3.0,38,08B,1178264.0,1878362.0,2021,03/23/2021 05:03:34 PM,41.821536978000005,-87.621542622,"(41.821536978, -87.621542622)"
24926,12300490,JE151154,02/24/2021 04:25:00 PM,016XX W 79TH ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,611,6,17.0,71,08A,1166608.0,1852321.0,2021,03/03/2021 03:47:36 PM,41.75033427,-87.665045312,"(41.75033427, -87.665045312)"
21233,12295909,JE129850,02/02/2021 02:08:00 AM,127XX S INDIANA AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,532,5,9.0,53,04A,1179794.0,1820587.0,2021,02/23/2021 03:45:37 PM,41.662960706999996,-87.61769243799999,"(41.662960707, -87.617692438)"
45987,12333564,JE191534,04/06/2021 06:00:00 PM,001XX E 14TH ST,0810,THEFT,OVER $500,SIDEWALK,False,False,132,1,3.0,33,06,1177495.0,1893877.0,2021,04/13/2021 05:27:07 PM,41.864128718,-87.62389353799999,"(41.864128718, -87.623893538)"
61143,12357783,JE220707,05/05/2021 04:00:00 PM,014XX E 67TH PL,0560,ASSAULT,SIMPLE,APARTMENT,False,False,332,3,5.0,43,08A,1186962.0,1860524.0,2021,05/12/2021 04:59:22 PM,41.77238602,-87.59019999700001,"(41.77238602, -87.590199997)"
12893,12283212,JE128975,01/25/2021 10:34:00 AM,046XX S WINCHESTER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,924,9,15.0,61,11,1164133.0,1873950.0,2021,02/03/2021 03:55:29 PM,41.809739487,-87.673506699,"(41.809739487, -87.673506699)"
13203,12282827,JE128327,01/27/2021 08:30:00 AM,013XX N MOHAWK ST,0820,THEFT,$500 AND UNDER,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,1821,18,2.0,8,06,1172420.0,1909131.0,2021,02/03/2021 03:58:22 PM,41.906100233000004,-87.64207245,"(41.906100233, -87.64207245)"
19700,12290817,JE138702,02/08/2021 07:09:00 PM,033XX W ADDISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),False,False,1733,17,35.0,21,14,1153517.0,1923741.0,2021,02/19/2021 03:45:56 PM,41.946588278,-87.711120855,"(41.946588278, -87.711120855)"
56061,12349942,JE211080,04/26/2021 08:25:00 PM,016XX N PULASKI RD,051A,ASSAULT,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2535,25,26.0,23,04A,1149466.0,1910591.0,2021,05/03/2021 04:48:50 PM,41.91058325,-87.726353375,"(41.91058325, -87.726353375)"
6985,12270576,JE113690,01/15/2021 03:05:00 PM,001XX N ABERDEEN ST,0560,ASSAULT,SIMPLE,LIBRARY,False,False,1224,12,27.0,28,08A,1169124.0,1900928.0,2021,01/22/2021 03:48:10 PM,41.88366291,-87.654418237,"(41.88366291, -87.654418237)"
35641,12317002,JE171066,03/17/2021 12:28:00 AM,051XX S WINCHESTER AVE,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,False,False,932,9,16.0,61,04B,1164222.0,1870642.0,2021,03/24/2021 05:06:10 PM,41.800660065,-87.67327344,"(41.800660065, -87.67327344)"
4001,12265440,JE108181,01/09/2021 05:38:00 PM,085XX S SANGAMON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,613,6,21.0,71,04A,1171468.0,1848302.0,2021,01/16/2021 03:52:53 PM,41.73920063,-87.647353473,"(41.73920063, -87.647353473)"
54565,12349577,JE210626,04/23/2021 04:00:00 PM,028XX W DIVISION ST,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,False,False,1211,12,26.0,24,06,1157038.0,1907850.0,2021,04/30/2021 04:49:54 PM,41.902911306,-87.698611051,"(41.902911306, -87.698611051)"
15114,12283166,JE128978,02/01/2021 09:00:00 AM,097XX S GREEN ST,0560,ASSAULT,SIMPLE,STREET,False,False,2223,22,34.0,73,08A,1172364.0,1840240.0,2021,02/08/2021 03:48:15 PM,41.71705773,-87.644307135,"(41.71705773, -87.644307135)"
